管理NO,問合せ内容,回答内容
b6e30c39-94e4-49df-8c8a-dc8d11e338d6,8月入社のアテンダントさんの社用携帯を設定してるのですが、発信の際の「内線発信」が表示されないです。,8月入社・異動の方は業者側の設定が8/10予定なので正式に使用可能になるのは8/10～お盆明けかと思われます。
d577c100-212f-4c18-855e-710e6f7a2184,"携帯用プリンターを運んでる最中に落としてしまって。壊れた。
部品が欠けていたり、取れている。",webNTPの社内システム、申請依頼から修理依頼。
fc1fb978-96ef-425d-a733-c86716155b91,監視カメラの映像（フロア）を映しているモニターが２階事務所に２台あります。１台は電源入り切りで映る様になったが、もう１台は電源入り切りでも映りません。,モニターにNx？のログイン画面が表示されているとの事。パスワードに「ID：999」と同じ物を入力して頂くと映る様になりました。※240612-006、231022-012
118bc5dc-1a92-4bdf-acfa-327bf83719b7,COMPANYがロックされてしまったので解除したいです。前に教えてもらったのですが忘れました。,お伝えしました。
8e4233ad-7d9d-422b-bfbe-8654b4a2a84a,7月末に退職した人のデータが見たい,デジオペ担当にご連絡お願いします
fded44f0-6616-4fa0-9e16-ffd69f8ba337,COMPANYにて昨日、出社と退社の打刻を忘れました。,「勤務実績の登録・確認」にて「出社未打刻理由」「退社未打刻理由」を入力（選択）してください。
029abb33-45c6-4228-8616-08c581537e1a,SMBが開かない。,IEモード設定で解消
f359bdae-72bf-4d7e-b8bb-4002789b2bc2,COMPANYのパスワードを間違えて画面がロックしてしまったので解除をお願いします。,ご自身で解除が可能です。パソコンでCOMPANYを開きログイン画面下部の「パスワードを忘れた方はこちら」から必要事項を入力し「メールを送信」を選択。メールに記載のパスワードでログインしたら、パスワード変更画面でパスワードの再設定をお願いいたします。尚、古いパスワードにはメールに記載のパスワードを入力してください。リモート接続で確認しながら再設定して頂きました。　※233030
a713cdf1-ca6e-406a-b3e5-dc8f8857e268,タブレット端末の修理を依頼します。充電されなくなった。※PC-VKT40S,他端末の充電コードを左下に接続しても解消せず。その後、電源が入らなくなった。リセットボタン押下しても解消せず。ポータルサイトの「タブレットPC修理依頼書」を入力（送信）しシステム活用推進宛てに送ってください。
5a2f347a-a1fd-44af-9212-dfa15ae4497e,COMPANYにて今日の退社打刻と日次確定がしたいが、工程管理の画面が表示されている。,工程管理（SMB）を終了後、COMPANYにログイン。退社打刻後、日次確定して頂きました。※165581
25c257ca-baf7-4319-94ed-4087c09dc993,Gmailにログインできなくなった。,了承の上、パスワードをリセットさせて頂きました。初期パスワード（999）をお伝えしました。
ef406b9f-7a51-4f52-9b6c-67195586405c,ATSCのパスワードが分からない。入社したばかりの方なので初期パスワードがあれば教えて欲しい。,初期パスワードが分からなかったので、パスワードリセットで新しく設定して対応。
1b17de11-9e7a-44b2-ac33-86bb6f5ea17e,名鉄協商システムにて「新規入力」押下しても画面が変わらない。,WebNOAは『Microsoft Edge』で起動していますが、“Internet Explorerモード”ではありませんでした。『Microsoft Edge』の『設定』＞「規定のブラウザー」で、「Internet Exploreモードページ」にWebNOA_VGのURLを追加致しました。 WebNOA_VGが『Microsoft Edge』の“Internet Explorerモード”で起動できました。『名鉄協商パーキングカードシステム』も“Internet Explorerモード”で開けて、新規入力ができることをご確認いただきました。※240125-026
3407a8a4-e9ed-4f7e-804e-41f3ed83a5c7,社用携帯にて「店舗代表として発信」する方法を確認したい。,ポータルサイトの「ExtPowerマニュアル（iPhone）」のP9とP14をご覧頂きました。
a3c0d0b1-59be-48f6-b3bc-0e4f8be74c5b,今日の分をまだ退勤してないのに間違えて押してしまった。どうしたらよいか。,日次確定していたので上長に取り消してもらって。正しく打刻してください
96cec395-50e6-4baf-9c35-1999138d4ece,DMが発行されないお客様がいます。※151003645：ナガサワ、名古屋999ツ9999,話中にWebNOAのアフターフォローが不可になっていたとの事。　DMチェックツールで確認。お客様情報と車両情報が共に「アフターフォロー：不可」になっていました。直近６ヶ月ではDM発行無しです。
e5431b3e-65bd-49ae-a463-87c46a7ee6ad,車検写真システム用のiPod touchの画面が破損しています。代替はありますか？,担当部署に確認します。お待ちください。週明けになるかもしれない旨お伝え。※週明けに服部GLに確認　→代替あり。明日（8/7）のメール便で送付しますとの事。【8/6 11:25】その旨、田中サービス課長に連絡。届いたら壊れているiPodをシステム活用推進宛てに送り返してください。
2515c3d9-c172-4527-8519-aca34b4fc008,和合店のプリンターの追加がしたい(99.999.999.999)。キャノン。,プリンタードライバーのインストールで設定。プリンター名：和合店。テストページの印刷問題なし。
81eade72-25be-4f69-a8b6-51e13e5de4c6,スタッフが病欠し、3日間分を年休申請し承認済みです。しかし、年休ではなく長期休に変更したいと言われました。どのように操作したらよいですか。,年休取消申請　→　承認　→所属長メニューのスケジュールより長期休を入れて登録。
eb8b0efd-6872-408b-aba1-a663ddf9e8e5,ai21「新U-Carプライスシート作成」を実施すると、携帯プリンタからA4用紙で印刷されてしまう。,U-CarプライスシートをA3サイズ用紙で出力する際は、『デバイスとプリンター』のプリンタ：“A3PRINTER”を優先して使用しており、なければ通常使うプリンターを使用しています。今回は通常使う（既定の）プリンタをA3用紙が入っているプリンタに変更して頂きました。出力確認をお願いいたしました。
0972df00-d38f-4434-95d9-10ecfd89c33d,"電話の場所を本部の人に変えたいといわれたから変えて繋ぎたいんだけどどこでもつながるよね？
デスクにTELがないから、受付や事務所に置いてあるTELを適当に持ってきて繋ぎたい。
つなぎ方教えて欲しい。","勝手には変えてはダメ。変えていなら申請して。総務の庶務へ。
サポデスでは責任持てないので何も答えられない。"
eb5501ce-9266-4353-9ed7-5cfbe739f444,PCの電源が点かない(白く光らない)。充電挿しても赤く光らない。さっきまでついてて使っていたのに…,充電コードを他のに変えてもダメ。コードを全て抜いてリセット押してコード挿し直して電源押してもダメ。長押しもダメ。→修理ですとご案内。
c5a07d51-7944-4bb7-9e19-1b8520b944a3,COMPANYにて8/2設定休日に誤って退社打刻してしまった。,既に日次確定されていたので上長に依頼して所属長メニューから対象日の日次確定取消を実施してもらってください。その後「退社打刻を取り消す理由」を入力してください。
c6074569-a717-486d-ad50-746067fdcaa6,"①振込一覧には、自店舗（レクサス高岳）のみ表示されていた記憶ですが、レクサスの他店舗も表示されています。
　仕様が変わりましたか？問題ないなら良いのですが・・・。

②本日12:30ごろに「依頼書新規入力」をしました。いつもなら一覧に即時反映しますが、まだ一覧に表示されません。
　登録に失敗しているのでしょうか？
　　【お客様名：NTP株式会社　商品区分：新車】",システム開発部にメールで問い合わせ中。⇒①近日中に修正予定　②①のエラーの影響で登録できなかった様子。修正済み。
4d7cff5d-eb0c-4d6e-94ad-b70fd69520c5,先程、問合せした白山さんの年休の件で確認したい。　※COMPANY,労政部にお問合せされていた様です。再度、労政部にご連絡頂く事になりました。※201278
a65b8bfe-c8aa-4cc2-85b2-9d1e9c1f3051,年休申請をカレンダーからして承認貰い、その後別日に年休を変えたいが打刻エラーで日次確定ができない。(※元々年休申請していた日は不通に出勤して正常に打刻している状態。),岡田さんにカレンダーから実績のクリアをしてもらって、エラーメッセージを消した後に詳細から日次確定。
1829213e-d741-4345-986d-09f3a86b8acd,カンパニーのパスワードを間違えてしまいロックしてしまいました。,COMPANYのパスワードはご自身で解除していただく運用になっております。メールに手順書を添付し、返信しました。
be2511c3-bb8a-4dd4-8bc2-51547d7fa83d,SMBのフリーチップを作成するときに作業内容を選択しますが、作業内容の項目をカスタマイズできますか？選択項目をオリジナルに増やしたいです。,まだ調べていないのでわかりませんが、SMBの管理者メニューでできるかもしれない。が、設定を変更するには本社の許可が必要なので、まずはサービス部にご相談いただくようお話ししました。
da1d20cb-7eb3-4acf-bf66-84cc7ce63275,8/1入社です。通勤手当申請を入力中ですが、経路検索結果に 利用するバス停の停留所が出てきません。,労政部に確認していただくようご案内しました。
842b7ae7-2047-4d01-976e-e22332629801,LINEWORKSにログインできない。※231088,了承の上、パスワードをリセットさせて頂く事になりました。担当部署に連携します。お待ちください。※後方支援へ対応を依頼。【13:05】不通。イソダ様へご伝言を依頼。リセット後のパスワード（999）をお伝え。
08ac2f82-7ab5-4eb0-b5c6-8e90cb4da7e1,WebNTPからドライブレポートのログインができたと思いますが、どこにあるか探せません。,NTPGポータルサイト＞社内向け案内に関する項目＞総務＞社用車・準社用車＞「Drive Reportログイン」をご案内しました。
72008e14-1c7b-4a80-a872-1cbadef3b375,プリンターを1台使える様に設定して欲しい。,NECマルチライター8600をインストール。テスト印刷問題なし。
b0d3ee12-daea-405a-a3af-3a42e688c23d,NT7オンラインショップにログインできない。ロックされてしまった。,ロック解除後に初期パスワード（999）をお試し頂く事になりました。
4fdb830d-876c-4cf3-a3db-9073f59f2245,名鉄協商パーキングシステムにて「協商データ読込」をしようとしています。掲載されている名鉄協商ID、パスワードを名鉄協商URL[https://mkpb.mkkyosho.co.jp/mkpusers/login]にて入力しましたが『ID・パスワードに誤りがあります。』とエラーになります。「パスワードをお忘れの方はこちらへ」からメールアドレスを入力したが返信がこないので、何もできません。,EdgeでもChromeでもエラーになり、こちらのPCでもダメです。東京CMに確認したところ、下記回答だったのでお伝えしました。このID・パスワードは総務庶務にて管理していて、名鉄協商システムに登録されているデータです。変更するとは思えませんが、まずは総務庶務に変更していないかご確認ください、。最終ログインが2020年なので、ずっと使用されておらず、それも関連しているかもしれません。
ffb12d24-8294-4954-ba27-e023dbea90ea,ユーザー名とパスワードが違います、と出てログインできない。パスワードの推奨が「999」なので変えてないはず…,"数か月前にサーバーが変更になった。その影響でパスワードも初期化されてしまっていた。
それから初めてのログインだったのでIDは「社員番号＋＠aaa」、パスワード「999」の初期パスワードでログイン。その後、新たにパスワード設定してもらった。"
4afe3220-5026-4f94-a00f-1690e07c739c,社用携帯を店舗内で失くした。番号は不明です。,ポータルサイトの「紛失された場合」から　GoogleMapsにて端末位置を確認する方法　をご案内しました。見つからない場合は再度サポートデスクにご連絡ください。合わせて社用携帯の電話番号をお教えください。
8f249b54-8348-428b-90ba-a88f7d909b8f,PCのバージョンアップをして下さいと出たのでした所、ネットにも繋がらないし、プリンターも印刷できなくなってしまった。,画面にWi-Fiが選択できるような画面にはなっていたので、「test01-J」に繋いでもらったらつながった。IPアドレス聞いてバージョンを確認した所、Windows10Proだった。一旦は使えるので様子見にしてもらい、また不具合があったらご連絡もらうようにする。
5c858adc-90d5-4e9a-9f1b-6c8f1467a3e3,電子署名済のPAL注文書が保存されていると思うが端末で確認したい。　※帳票保存参照機能,営業課長だったので、ポータルサイトの手順書をご覧頂きながらai21支援ツール（）からショートカットを作成して頂きました。アイコンからログイン、パスワード変更して頂きました。
b9949a86-6571-4c9b-ad9d-f756dea83684,中澤さん（test04@ntp-g.com）がドライブにある監査統括のスプレッドシートを開くことができない。共有しようとすると「test04@ntp-g.comさんはこの共有ドライブのメンバーではありません。この共有ドライブ内のアイテムにアクセスできるのはメンバーのみです」とメッセージが出ます。1週間に1回開いて確認するシートで、先週は開いています。共有ドライブの他のファイルも開くことができません。,上村さんお休みなので、安藤さんに設定を見てもらいました。7/26の9:25に「統括（NTPS）」から抜けていました。おそらく本人がメールチェック時に誤って抜けたと思われます。安藤さんに追加していただき、反映を確認しました。※24時間以内に反映なので、追加後すぐに反映するとは限らない。
c872d2a0-fb4e-4424-b2ad-fca479246598,エスパートⅡを起動しようとすると「アプリケーションの起動に失敗しました。プログラムがインストールされていないか不正です」のエラーが出ます。,エスパートⅢは未インストールでした。自端末に保存していた「E2インストーラー」フォルダを相手の端末にファイル転送し、インストールを実行しました。車種データ更新し、お返ししました。引き続き、システムバージョンアップはしないようお伝えしました。
b6ae1838-6fa1-40aa-a325-60d998239a4a,SMBが開かなくなった。「送信しようとしている情報はセキュリティで保護されていません」旨の表示。,MS-EdgeのIEモードに追加し直し解消。WebNOAは既に追加済でした8/9で切れる予定だったので一旦削除し追加し直しました。
27972046-84c8-4fb3-bffd-d4a9e70fd668,別のスタッフのラインワークスだが、IDとパスワードが分からない。,社員番号か名前が分かれば、安藤さんが調べることが可能。IDは「社員番号＋ntp-g」PWは設定してから一度も変えてないので初期の「999」
a61927be-9bda-47e1-ae33-a458cc8bb181,Excelの操作で、セルの中に変な数式が入っていてその数式が削除できないので、行削除もできなくて「正しくない数式が入力されてます」とエラーメッセージが出る。,正しくない数式が入力されているセルにカーソル合わせて、「Esc」押して数式を削除した後に消したい行を選択して削除。
c280fb79-34aa-4e83-8ea0-609820d3c8c6,PCがシャットダウンされたようで、サインインができず、打刻ができません。,「n2t0p7」でサインインし、COMPANY打刻をしていただきました。昨日分の日時確定も済ませました。
0335fb1b-2c73-4eed-9297-a31a4d9917d4,"エスパ－ト３を間違ってダンロ－ドしてしまった為、板金見積が作れません。
復旧をお願いしたくメ－ルをお送りいたしました。
瀬戸店　サ－ビス　愛知太郎",自端末に保存してある「E2インストーラー」をVNCで該当PCに転送。手順書に沿って『削除ツールE3』＞『EnvSet』＞『Auda7』の.exeを“管理者で実行”。エスパートⅡを起動し、車種データ更新を実施。エスパートⅡで表示される「システムのバージョンアップ」は「いいえ」を選択していただくようお願い。
4eab4d06-0044-4488-984c-f09561b622ab,『名鉄協商パーキングカードシステム』の「3データ検証・承認」（7月分）で表示がずれている。⇒左側の明細が反映されてない項目があります。,左側の明細にある「処理番号：A3O5X」と右側（入力した側）に表示されている「処理番号：A305X」がよく見たら真ん中の文字「アルファベット大文字Оオー」と「数字0ゼロ」が違いました。志水スタッフが入力した「処理番号：A305X」が間違ってます。志水スタッフのコード（161926）でNOAにログインし、『名鉄協商パーキングカードシステム』を開き修正したいデータを選択し「編集」で処理番号を正しい番号に編集していただきました。⇒「3データ検証・承認」（7月分）で正しく表示されました。
33c6ab85-7654-452b-a76d-556c89714a1c,iPadが支給されたのでF5Accessを設定してるのですが、証明書のインポート画面で文字化けしてしまいます。,中井さんのPCから証明書をダウンロードし、Gメールから入れる方法をご案内しました。お試しいただくようお願いいたしました。
0289d66d-c39f-4c5c-90f3-63e2dad42017,"端末を物理破損してしまい、修理に出しました。
新しい端末が届いたのですが、売店Gateway（Lexus Gateway）を開く時に必要な、MFA設定がされておらず、ログインすることができません。","『WinAuth』を利用されていたということです、エクスポートした設定ファイルはマイドライブ等に退避されていないということです。
MFA設定リセットを依頼致しました。
「Gateway_MFA設定リセット申請書_履歴.xlsx」（※）に記載致しました。
→17:21 リセット完了をお伝え致しました。
※Gドライブ＞共有ドライブ\23000030_ＮＴＰＧサポート部\システムサポート\28.販売店ゲートウェイ　多要素認証\Gateway_MFA設定リセット申請書＞「Gateway_MFA設定リセット申請書_履歴.xlsx」 "
43976a00-e706-40b2-8b4b-667ad93b149a,サテロクアプリ　で査定を登録しようとすると「査定登録エラーが発生しました。リトライしてください」と表示され飛ばせない。最近ずっと発生している。,サテロクのサポートデスク：03-3556-0845（ 9：30～18：00 ）にお問い合わせをお願い。
e2b6d7a4-f30c-4be3-84bb-c1b78d2e575f,店内カメラが映らず、ログイン画面が表示されてますが「ホスト：99.999.999.999」「ログイン：lexus-okazaki」「パスワード：999」を入力しても「サーバーへの接続に失敗しました」とエラーになってしまいます。,活用推進）服部GL、河村さんに確認していただきました。こちらから確認しても全滅だったので服部GLから宮崎課長にご連絡して頂けることになりました。⇒解決
17355249-c696-4cca-8db5-7122cbcea968,"インポート事業部 サービス技術）東京CMより、Gmail「令和6年 自動車特定整備業　実態調査票について」というメールが届きました。
「自動車特定整備業　実態調査票」で、テクニシャン（整備要員）の平均年収が必要なようです。
メール内には、“平均年収はCOMPANYで抜けるため、店長に確認してもらって記入して下さい。”とあります。
操作方法を教えてください。","店長でログインいただいたCOMPANYを確認させていただきましたが、平均年収が参照できるような画面や、抽出できるような機能は見つかりませんでした。
インポート事業部 サービス技術）東京CMにご確認の上、必要であれば、東京CM経由で、労政部にご相談いただくことをお勧め致しました。"
72700952-a746-4648-8802-255ee622108d,安田 店舗サポート［test01@ntp-g.com］に、熱田店（P名古屋）［ntp-test02@ntp-g.com］のグループメールが届かなくなっています。,"正しくは、店舗サポート（熱田（P名古屋））［ntp-test02@ntp-g.com］から登録解除されていました。
NTPGサポート部）上村殿にグループメールに登録していただきました。
Gmailの受信メールで、送信先の▼（詳細を表示）を押下すると、詳細情報の下部に「登録解除：このメーリングリストの登録を解除」というリンクが表示されています。
安田殿にて、“このメーリングリストの登録を解除”を押下されたものと思われます。
"
c0345e5c-8e87-4656-93c7-6f3533f9dac7,"『名鉄協商パーキングカードシステム』の「3データ検証・承認」（7月分）で、左側の明細が反映されてない項目があります。
こればどうすれば良いのでしょうか。","『名鉄協商パーキングカードシステム』の「2協商データ読込」を確認すると、2024年07月の情報は、2024/08/02 13:21に読込されています。
サポートデスクの端末で、WebNOAに小島課長でログインして、名鉄協商URLからCSVファイルを取得しました。
ファイル内を確認すると、同じような明細があります。
『名鉄協商パーキングカードシステム』の「3データ検証・承認」を再確認すると、左側の明細だけになっている項目の中に、店舗入力情報とほぼ一致の情報が（「処理番号」が“A3OKK”と“A30KK”、「精算日」が1日ズレ 等）があり、カードNOや金額は同じです。
再確認いただき、明細側が正しければ、左側の明細だけになっている項目に“編集”ボタンで追記いただき、右側の店舗入力情報だけになっている項目は“削除”ボタンで消してください。"
702cc26b-0837-431c-8ecd-d08103b23d02,スマホの画面割れて修理に出したのが戻って来たが、タスカル使う時の2段階認証が使えない。winAuthの設定をスマホにして欲しい。,"サービス課の個人社用携帯がない方は、PCで設定になります。
MFA認証のリセットをして再設定で解消。"
f000acf5-c542-46a5-b246-508233d3bb56,Bluetoothマウスが接続できない。グルグルと読み込むがすぐに切断されてしまう。,デバイスマネージャーからBluetoothを全てアインストールして再起動したら接続できた。
9f43b51a-514d-43e9-8d3b-37ef51fe6743,場所を移動したのでai21の出力先を変更したいです。端末ID：C1149F41　P1149F52→F53（99.999.999.999）,端末にF53のドライバーがありませんでした。ai21支援ツールよりインストールし、印刷設定しました。ai21『機器情報テーブルメンテ』にてF52→F53に変更しました。
84722512-103d-4718-9108-28e6e8aea9a2,"COMPANY『スケジュール』（『勤務予定および休日入力』）の入力方法を教えてください。
“設定休”の4日分を設定したいです。","COMPANYの起動から、COMPANY『スケジュール』の操作方法までご案内致しました。
COMPANY『スケジュール』で［区分：休日，休日コード：設定休］を選択して、設定休にしたい日付をクリックしていただければ、設定休がセットされます。
最後に、画面左側の“登録”ボタンを押下してください。"
fbfde25d-21a8-45ad-8b45-fb6ad02121f1,2月に異動してきてPCを引き継いだのですが、お外で使うBIG-IPが入ってないので入れてほしいです。急いでます。社員コード：224812,基本的にはご自身で設定していただくところです。設定をご案内し、お外に出られる前にテザリングしてBIG-IPの接続をお試し頂くようお願いいたしました。念のため、「既知のネットワークの管理」にてiPhone系を削除しました。テザリングのPWは初期値から変更してるとのことです。
25df3b56-dd22-4999-a8d0-05e0790ef5a6,"Gmailのログインパスワードを変更してしまったようで、［999］でログインが出来なくなっています。
心当たりのパスワードも試しましたが、ログイン出来ません。
＜エラーメッセージ＞
「ご利用のパスワードは7日前に変更されています」 ","Gmailにて、右上のログインアカウント＞“管理コンソール”を押下、『管理コンソール』の検索バーにGmailアカウントを入力して、対象者を選択します。
パスワード欄の「パスワードを再設定」を押下し、初期パスワード（999）を設定致しました。
ログインができることをご確認致しました。"
ce5889fb-a0b6-4bab-a180-73342bc214ef,"端末にHDMIケーブルでモニターを接続していますが、画面に何も表示されません。（I-O DATA製）
普段は外付けディスプレイを使用しておらず、本日は外付けディスプレイの使用者がお休みのため、使用させてもらおうと接続しています。","『ディスプレイ』（※）に「ディスプレイの配置を変更する」が表示されておらず、端末側でも外付けディスプレイの接続を認識していません。
タブレット端末と外付けディスプレイの電源をお切りいただき、HDMIケーブルを外して→再接続、その後、タブレット端末と外付けディスプレイの電源を投入きましたが、改善されません。
元々接続していたタブレット端末を起動しただき、外付けディスプレイが表示されることを確認後、そのドック（ドッキングステーション）を自端末に接続いただきましたが、外付けディスプレイが認識されません。
『デバイスマネージャー』で「表示」＞「非表示のデバイスの表示」にチェックを入れた後、「ユニバーサル シリアル バス コントローラー」と「ユニバーサル シリアル バス デバイス」より、非活性のデバイスに対して“デバイスのアンインストール”を実施後、“ハードウェア変更のスキャン”（虫眼鏡マーク）を実施しましたが、解消されませんでした。
上記対応から、端末側がマルチディスプレイを認識していない可能性があります。
今後マルチディスプレイを使用されたいのであれば、一度修理にお出しいただく必要があります。
（当面は、必要というわけではないため、そのままご使用いただけるということです。）

※ Windowsの設定＞システム＞「ディスプレイ」
 "
d653ca80-8e44-4b1d-b173-e8ba96eb94fb,"タブレット端末（VKT40S）がおかしくなってしまいました。
源ボタンのLEDランプは点灯していますが、画面は真っ黒です。
ドック（ドッキングステーション）の抜き差しをしていたところ、画面が真っ黒になってしまいました。","電源ボタンを長押ししていただき、端末を強制終了していただきました。
端末が正常に起動出来ました。
ドック（ドッキングステーション）を嵌め直しても、画面表示が変わらないことを確認いただきました。"
efbcb8b9-a38c-4194-94c2-1a1d739a5aec,"Excelで作成した表を、A3×1枚の最大サイズで印刷したいです。
現在は、表が1枚に収まっていない状態になっています。
表の下方、データが入力されていない部分は印刷対象外です。","Excelファイルにて、「表示」タブ＞「ブックの表示」の“改ページプレビュー”を選択して、1ページに収まるように設定致しました。
ツールバー＞「ページレイアウト」タブで、「ページ設定」を［余白：狭い余白，印刷の向き：横，サイズ：A3］に設定、また「余白」の「ページ中央」の“水平”と“垂直”を選択し、表が中央に表示されました。
プリンタ：P1234A51から、A3×1枚の最大サイズで印刷することができました。 "
de41f65d-846b-4e85-8c41-924a47dcff11,碧南店にいた時の積車のカレンダーの予定は見れるけど、異動した先の南店のは見れない。,"他のカレンダーの隣りにある「＋」を押して南店の積車を選んで追加。
予定の書き加えはできないので、サービスの方にお願いします。"
9ab9dd29-90db-4e47-8507-d906fa48c004,"端末に複合機を追加して下さい。
＜プリンタ＞
・Canon iR-ADV C5735：99.999.999.999：P1234A51","該当端末は、外部インターネットに接続できる環境でした。
Canonホームページ＞ダウンロード＞オフィス向け複合機【imageRUNNER ADVANCE】より、iR-ADV C5735のプリンタドライバーをインストール致しました。
テストページ印刷が出力されることを確認いただきました。
"
3ec1cfca-4426-4441-b873-4baa8fe94aa4,"タブレット端末のネットワークの接続が不調です。
タスクバー右端のアンテナマークを右クリックし、Wi-Fi一覧を確認すると“インターネットなし、セキュリティ保護あり”になっています。
周囲では自端末だけが通信不調のようです。","ネットワークデバイスのリセットをさせていただきます。
『デバイスマネージャー』＞ネットワーク アダプターの“Intel(R) Wi-Fi 6 ～”を削除（このデバイスのドライバーソフトウェアを削除するにチェックを入れない）していただき、端末を再起動していただきました。
Wi-Fi一覧の「非公開のネットワーク」に、「自動的に接続」にチェックが入った状態で、社内用無線LAN［SSID：test01，セキュリティキー：test1242］を入力いただき、正常に接続することができました。
もしこの後も再発するようであれば。。。
接続しているドック（ドッキングステーション）を外していただき、Wi-Fiをオフ→オンしていただくことで、正常接続になるかをご確認ください。
正常接続となるのであれば、ドックが邪魔をしていると思われます。
端末とドックの相性もありますので、店舗内の他の方とドックを交換して試してみていただくか、新しいドックを店舗費用で購入いただきますようお願い致します。"
200c42da-8f2a-4557-a8ba-3ec92a741517,"コロナ陽性により、7月27日～31日までお休みをいただいています。
COMPANY『勤務実績の登録・確認』にて、長期休を使用したいのですが、どのように設定すればよいでしょうか。
また、7月29日(月)の一斉休を8月1日(木)に振替していましたが、元に戻す方法を教えてください。","●長期休の設定方法●
所属長（営業課長、店長）にご依頼いただき、所属長用メニュー『スケジュール確認』で対象日の長期休を設定していただいて下さい。 
●振替（休日変更）の戻し方●
COMPANY『【取消】休日変更取消申請』で、7月29日→8月1日の振替を取消申請していただきました。
所属長に承認いただければ、COMPANY『勤務実績の登録・確認』の7月29日は一斉休、8月1日は出勤に戻ります。"
e3b29679-36f6-4a2e-9377-b9c8ec6ee0c0,"『帳票保存参照機能』(DataDelivery)にログインできません。
「パスワード」が分からなくなってしまい、ロックがかかってしまいました。","推奨パスワード：“999”でもログインできませんでした。
NTPGサポート部）安藤殿に、パスワードリセットとロック解除をしていただきました。
初期パスワード：“999”でログインして、パスワード変更を実施してください。"
4f184213-ddc2-4719-a52a-affa48f2c898,"先週の土曜日に、NECプリンタ（MultiWriter 8600）の修理をお願いしました。
まだ業者から連絡が入りませんが、大丈夫でしょうか。
＜エラーメッセージ＞
「定着ユニット交換時期（交換依頼：094-411）」
・シリアルナンバー：0X00560ZA（P2024A51）","NECプリンタ修理受付（受付担当：マルタ殿）に、修理の進捗状況を確認致しました。
修理に必要な部品が在庫無しのため、仕入待ち状態ということです。
入荷時期は未定ですが、お盆時期のため、2週間程かかる可能性も考えられるということです。
豊島課長に報告致しました。
現在は正常に印刷できていますが、印刷に支障が生じた場合、暫定対応として出力先プリンタの変更が行える旨をお伝え致しました。"
00a9a0f3-9204-4f90-8ed1-f7d12e60706f,"退職者のPC関係の備品の返却をしようとしたら、PCタッチペンが紛失していることに気付いた。
どのようにしたらよいか。","揃っている物だけで先に返却してもらい、その間に紛失したタッチペンを捜索してもらう。
それでも見つからなかったら、店舗の経費でサプライ用品から購入(￥7,500)になるとご案内。"
47a88739-7d6c-41c2-838c-d32b6f94d058,COMPANY『ログイン』でロックがかかってしまいました。,"ロック解除方法をお伝え致しました。
＜ロック解除方法＞
①COMPANY『ログイン』の一番下にある、「パスワードを忘れた場合は こちら」のリンクをクリックして下さい。
②『パスワード再発行』で、「ユーザーID」（社員コード）と「生年月日」を入力して、“メールを送信”ボタンを押下して下さい。
③Gmail「パスワード変更通知」が届き、ワンタイムパスワードが通知されます。
④COMPANY『ログイン』に、ワンタイムパスワードでログインして下さい。
⑤『パスワードの変更』の「古いパスワード」にワンタイムパスワードを入力して、パスワードを再設定して下さい。"
392ae9d1-f6e5-45e1-9f00-00f533086b9f,スマカタ（スマートカタログ）のiPadからプリンタに飛ばして印刷する方法はないですか？今は、エアドロ（AriDrop）で社用携帯に飛ばしてGメールから印刷してます。,ちょっと探ってみます、とのことです。
addb3d64-e535-4f6e-9316-4592107cfd42,NT7オンラインショッピングのパスワードがわからないです。,「ntp-G社員コード」でログインできました。
574adc79-10cb-4270-9573-bc6a222fe91b,設定休を7/24→8/1に変更したい。※7/24は日次確定済み　社員コード：229342,7/24の日次確定を上長に取り消してもらってから、休日変更申請をして上長に承認もらうようお願いいたしました。
a15477f2-5dcd-49c4-9f26-fc9337d0b0e0,今朝、プリンタを設定してもらいましたが印刷をかけても出てきません。MAO：240802-001,テストページ印刷は確認できました。コントロールパネル＞デバイスとプリンターにて同じIPアドレスのドライバー“P1086F53”“NEC MultiWriter 8600 NPDL”があったので後者を削除。ai21からの出力がでないとのことなのでai21『機器情報テーブルメンテ』にて“PC1086F56”の出力先を確認すると“P1086F52”になってました。ご希望の“F53”に変更。ai21からF53に印刷できるようになりました。
68775564-6616-42e2-a783-b5e0983c5960,店内BGMのアプリのIDとパスワードが分からない,総務部庶務が担当なのでそちらにお問合せをお願い。
cb53bbba-c7a3-436b-bfc2-3aa23352a9b7,BIG-IPが「初期化中」のまま進まないです。自宅に居ます。,自宅のWiFiには繋がっててGメールも開くとのこと。DNSサーバーアドレスも自動取得になっていました。デバイスマネージャー（非表示のチェックを入れる）＞ネットワークアダプターのアンインストール、ユニバーサルシリアルバスコントローラー・デバイスの非表示をアンインストールし端末再起動。起動後、地球儀アイコンを押してもWiFiが表示されない。タスクバー検索窓にて「サービス」と検索し開く＞「WLAN Auto Config」を右クリック＞プロパティ＞スタートアップの種類：自動＞端末再起動。再起動に時間がかかるので、起動後にWiFiを接続して頂きBIG-IPが繋がるかどうかお試し頂くようお願い。⇒解消せず。8/4（日）に持ち込み予定
2d853691-1ddf-460a-915e-bf4c39d65904,webNOAのスマイルシートが印刷できない。,TR153が通常使うプリンターになってなかったので設定して使用可
